"Region","Year","Party","Votes","VotesPercentage","TotalSeats","Coalition","TotalSeatsPercentage"
"LV",2014,"Social Democratic Party Harmony",209887,23,24,"No",0.24
"LV",2014,"Unity",199535,21.9,23,"No",0.23
"LV",2014,"Union of Greens and Farmers",178210,19.5,21,"No",0.21
"LV",2014,"National Alliance",151567,16.6,17,"No",0.17
"LV",2014,"For Latvia from the Heart",62521,6.9,7,"No",0.07
"LV",2014,"Alliance of Latvian Regions",60812,6.7,8,"No",0.08
"LV",2014,"Latvian Russian Union",14390,1.6,0,"No",0
"LV",2014,"Others",29616,3.2,0,"No",0
