"Region","Year","Party","Votes","VotesPercentage","TotalSeats","Coalition","TotalSeatsPercentage"
"GK",2009,"Pan Hellenic Socialist Movement (PASOK)",3012542,43.9,160,"No",0.533333333333333
"GK",2009,"New Democracy (ND)",2295719,33.5,91,"No",0.303333333333333
"GK",2009,"Communist Party of Greece (KKE)",517249,7.5,21,"No",0.07
"GK",2009,"Popular Orthodox Rally (LAOS)",386205,5.6,15,"No",0.05
"GK",2009,"Coalition of the Radical Left (SYRIZA)",315665,4.6,13,"No",0.0433333333333333
"GK",2009,"Ecologist Greens",173589,2.5,0,"No",0
"GK",2009,"Others",157452,2.3,0,"No",0
