"Region","Year","Party","Votes","VotesPercentage","TotalSeats","Coalition","TotalSeatsPercentage"
"EE",2007,"Estonian Reform Party",153044,27.8,31,"No",0.306930693069307
"EE",2007,"Estonian Center Party",143518,26.1,29,"No",0.287128712871287
"EE",2007,"Pro Patria and Res Publica Union",98347,17.9,19,"No",0.188118811881188
"EE",2007,"Social Democratic Party",58363,10.6,10,"No",0.099009900990099
"EE",2007,"Estonian Greens",39279,7.1,6,"No",0.0594059405940594
"EE",2007,"People's Union of Estonia",39215,7.1,6,"No",0.0594059405940594
"EE",2007,"Estonian Christian Democrats",9456,1.7,0,"No",0
"EE",2007,"Constitutional Party",5464,1,0,"No",0
"EE",2007,"Others",3527,0.6,0,"No",0
