"Region","Year","Party","Votes","VotesPercentage","TotalSeats","Coalition","TotalSeatsPercentage"
"CZ",2002,"Czech Social Democratic Party (ČSSD)",1440279,30.2,70,"No",0.35
"CZ",2002,"Civic Democratic Party (ODS)",1166975,24.5,58,"No",0.29
"CZ",2002,"Communist Party of Bohemia and Moravia (KSČM)",882653,18.5,41,"No",0.205
"CZ",2002,"Coalition of KDU-ČSL and US-DEU ",680671,14.3,31,"No",0.155
"CZ",2002,"Association of Independents (SN)",132699,2.8,0,"No",0
"CZ",2002,"Green Party (SZ)",112929,2.4,0,"No",0
"CZ",2002,"Republicans of Miroslav Sládek (RMS)",46325,1,0,"No",0
"CZ",2002,"Civic Democratic Alliance (ODA)",24278,0.5,0,"No",0
"CZ",2002,"Others",281197,5.9,0,"No",0
