"Region","Year","Party","Votes","VotesPercentage","TotalSeats","Coalition","TotalSeatsPercentage"
"IS",2003,"Independence Party",61701,33.7,22,"No",0.349206349206349
"IS",2003,"Alliance",56700,31,20,"No",0.317460317460317
"IS",2003,"Progressive Party",32484,17.7,12,"No",0.19047619047619
"IS",2003,"Left-Green Movement",16129,8.8,5,"No",0.0793650793650794
"IS",2003,"Liberal Party",13523,7.4,4,"No",0.0634920634920635
"IS",2003,"Others",2635,1.4,0,"No",0
