"Region","Year","Party","Votes","VotesPercentage","TotalSeats","Coalition","TotalSeatsPercentage"
"AT",2008,"Austrian People's Party (OVP)",1269656,26,51,"No",0.278688524590164
"AT",2008,"Alliance for the Future of Austria (BZO)",522933,10.7,21,"No",0.114754098360656
"AT",2008,"Liberal Forum (LIF)",102249,2.1,0,"No",0
"AT",2008,"Communist Party of Austria (KPO)",37362,0.8,0,"No",0
"AT",2008,"Social Democratic Party of Austria (SPO)",1430206,29.3,57,"No",0.311475409836066
"AT",2008,"Freedom Party of Austria (FPO)",857029,17.5,34,"No",0.185792349726776
"AT",2008,"The Greens - The Green Alternative (GRUNE)",509936,10.4,20,"No",0.109289617486339
"AT",2008,"Citizens' Forum Austria - List Fritz Dinkhauser (FRITZ)",86194,1.8,0,"No",0
"AT",2008,"Others",71744,1.5,0,"No",0
