"Region","Year","Party","Votes","VotesPercentage","TotalSeats","Coalition","TotalSeatsPercentage"
"GK",2000,"Pan Hellenic Socialist Movement (PASOK)",3007596,43.8,158,"No",0.526666666666667
"GK",2000,"New Democracy (ND)",2935196,42.7,125,"No",0.416666666666667
"GK",2000,"Communist Party of Greece (KKE)",379454,5.5,11,"No",0.0366666666666667
"GK",2000,"Coalition of the Left and Progress (SYN)",219880,3.2,6,"No",0.02
"GK",2000,"Democratic Social Movement (DHKKI)",184598,2.7,0,"No",0
"GK",2000,"Others",141287,2.1,0,"No",0
