"Region","Year","Party","Votes","VotesPercentage","TotalSeats","Coalition","TotalSeatsPercentage"
"CZ",2006,"Civic Democratic Party (ODS)",1892475,35.4,81,"No",0.405
"CZ",2006,"Czech Social Democratic Party (ČSSD)",1728827,32.3,74,"No",0.37
"CZ",2006,"Communist Party of Bohemia and Moravia (KSČM)",685328,12.8,26,"No",0.13
"CZ",2006,"Christian and Democratic Union - Czechoslovak People's Party (KDU-ČSL)",386706,7.2,13,"No",0.065
"CZ",2006,"Green Party (SZ)",336487,6.3,6,"No",0.03
"CZ",2006,"SNK European Democrats (SNK ED)",111724,2.1,0,"No",0
"CZ",2006,"Freedom Union - Democratic Union (US-DEU)",16457,0.3,0,"No",0
"CZ",2006,"Others",190972,3.6,0,"No",0
