"Region","Year","Party","Votes","VotesPercentage","TotalSeats","Coalition","TotalSeatsPercentage"
"IS",2009,"Alliance",55758,29.8,20,"No",0.317460317460317
"IS",2009,"Independence Party",44371,23.7,16,"No",0.253968253968254
"IS",2009,"Left-Green Movement",40581,21.7,14,"No",0.222222222222222
"IS",2009,"Progressive Party",27699,14.8,9,"No",0.142857142857143
"IS",2009,"Citizens' Movement",13519,7.2,4,"No",0.0634920634920635
"IS",2009,"Liberal Party",4148,2.2,0,"No",0
"IS",2009,"Democracy Movement",1107,0.6,0,"No",0
