"Region","Year","Party","Votes","VotesPercentage","TotalSeats","Coalition","TotalSeatsPercentage"
"GK",2007,"New Democracy (ND)",2994979,41.8,152,"No",0.506666666666667
"GK",2007,"Pan Hellenic Socialist Movement (PASOK)",2727279,38.1,102,"No",0.34
"GK",2007,"Communist Party of Greece (KKE)",583750,8.2,22,"No",0.0733333333333333
"GK",2007,"Coalition of the Radical Left (SYRIZA)",361101,5,14,"No",0.0466666666666667
"GK",2007,"Popular Orthodox Rally (LAOS)",271809,3.8,10,"No",0.0333333333333333
"GK",2007,"Others",220088,3.1,0,"No",0
