"Region","Year","Party","Votes","VotesPercentage","TotalSeats","Coalition","TotalSeatsPercentage"
"EE",2019,"Estonian Reform Party",162332,28.8,34,"No",0.336633663366337
"EE",2019,"Estonian Center Party",129823,23.1,26,"No",0.257425742574257
"EE",2019,"Estonian Conservative People's Party",100439,17.8,19,"No",0.188118811881188
"EE",2019,"Pro Patria",64239,11.4,12,"No",0.118811881188119
"EE",2019,"Social Democratic Party",55214,9.8,10,"No",0.099009900990099
"EE",2019,"Estonia 200 Party",25317,4.5,0,"No",0
"EE",2019,"Estonian Greens",10232,1.8,0,"No",0
"EE",2019,"Estonian Free Party",6533,1.2,0,"No",0
"EE",2019,"Others",8978,1.6,0,"No",0
