CH,2003,Registered Electors,4780440,,
CH,2003,Voters,2161921,45.2,
CH,2003,Blank and Invalid Ballots,37881,,
CH,2003,Valid Votes,2124040,,
CH,2003,Swiss People's Party (SVP/UDC),561817,26.7,55
CH,2003,Social Democratic Party of Switzerland (SPS/PSS),490392,23.3,52
CH,2003,Radical Democratic Party (FDP/PRD),364503,17.3,36
CH,2003,Christian Democratic People's Party (CVP/PDC),302357,14.4,28
CH,2003,The Greens - Green Party of Switzerland (GPS/PES),156229,7.4,13
CH,2003,Liberal Party of Switzerland (LPS/PLS),45864,2.2,4
CH,2003,Evangelical People's Party (EVP/PEV),47839,2.3,3
CH,2003,Federal Democratic Union (EDU/UDF),26586,1.3,2
CH,2003,Swiss Labour Party (PdA/PST),14595,0.7,2
CH,2003,Swiss Democrats (SD/DS),20176,1.0,1
CH,2003,Alternative List (FGA/AVF),11152,0.5,1
CH,2003,Solidarities (Sol.),10563,0.5,1
CH,2003,Christian Social Party (CSP/PCS),7538,0.4,1
CH,2003,Ticino League (Lega),7304,0.3,1
CH,2003,Freedom Party of Switzerland (FPS/PSL),3999,0.2,0
CH,2003,Others,31150,1.5,0
ZH,2003,Registered Electors,810622,,
ZH,2003,Voters,365859,45.1,
ZH,2003,Blank and Invalid Ballots,2489,,
ZH,2003,Valid Votes,363370,,
ZH,2003,Swiss People's Party (SVP),120680,33.4,12
ZH,2003,Social Democratic Party of Switzerland (SPS),92739,25.7,10
ZH,2003,Free Democratic Party (FDP),58706,16.2,5
ZH,2003,The Greens - Green Party of Switzerland (GPS),30608,8.5,3
ZH,2003,Christian Democratic People's Party (CVP),19624,5.4,2
ZH,2003,Evangelical People's Party (EVP),14851,4.1,1
ZH,2003,Federal Democratic Union (EDU),7451,2.1,1
ZH,2003,Alternative List (FGA),5193,1.4,0
ZH,2003,Swiss Democrats (SD),3143,0.9,0
ZH,2003,Freedom Party of Switzerland (FPS),334,0.1,0
ZH,2003,Others,8089,2.2,0
BE,2003,Registered Electors,685159,,
BE,2003,Voters,288679,42.1,
BE,2003,Blank and Invalid Ballots,1970,,
BE,2003,Valid Votes,286709,,
BE,2003,Swiss People's Party (SVP),83883,29.6,8
BE,2003,Social Democratic Party of Switzerland (SPS),79166,28.0,8
BE,2003,Free Democratic Party (FDP),41920,14.8,4
BE,2003,The Greens - Green Party of Switzerland (GPS),26270,9.3,2
BE,2003,Evangelical People's Party (EVP),14581,5.1,1
BE,2003,Federal Democratic Union (EDU),11611,4.1,1
BE,2003,Swiss Democrats (SD),7556,2.7,1
BE,2003,Christian Democratic People's Party (CVP),6640,2.3,1
BE,2003,Freedom Party of Switzerland (FPS),2978,1.1,0
BE,2003,Others,8611,3.0,0
LU,2003,Registered Electors,237537,,
LU,2003,Voters,120970,50.9,
LU,2003,Blank and Invalid Ballots,2037,,
LU,2003,Valid Votes,118933,,
LU,2003,Christian Democratic People's Party (CVP),34579,29.4,3
LU,2003,Swiss People's Party (SVP),26930,22.9,3
LU,2003,Free Democratic Party (FDP),27115,23.1,2
LU,2003,Social Democratic Party of Switzerland (SPS),13069,11.1,1
LU,2003,The Greens - Green Party of Switzerland (GPS),11508,9.8,1
LU,2003,Evangelical People's Party (EVP),951,0.8,0
LU,2003,Swiss Democrats (SD),414,0.4,0
LU,2003,Others,2961,2.5,0
UR,2003,Registered Electors,25513,,
UR,2003,Voters,11323,44.4,
UR,2003,Blank and Invalid Ballots,503,,
UR,2003,Valid Votes,10820,,
UR,2003,Free Democratic Party (FDP),3964,36.6,1
UR,2003,Swiss People's Party (SVP),3384,31.3,0
UR,2003,The Greens - Green Party of Switzerland (GPS),3312,30.6,0
UR,2003,Others,160,1.5,0
SZ,2003,Registered Electors,89902,,
SZ,2003,Voters,43338,48.2,
SZ,2003,Blank and Invalid Ballots,1775,,
SZ,2003,Valid Votes,41563,,
SZ,2003,Swiss People's Party (SVP),18105,43.6,2
SZ,2003,Christian Democratic People's Party (CVP),9724,23.4,1
SZ,2003,Social Democratic Party of Switzerland (SPS),7284,17.6,1
SZ,2003,Free Democratic Party (FDP),6368,15.4,0
OW,2003,Registered Electors,22900,,
OW,2003,Voters,10471,45.7,
OW,2003,Blank and Invalid Ballots,829,,
