Region,Year,Party,Votes,VotesPercentage,TotalSeats
TR,2018,Republican People's Party (CHP),11354190.0,22.6,146.0
TR,2018,Nationalist Action Party (MHP),5565331.0,11.1,49.0
TR,2018,Felicity Party (SP),672139.0,1.3,0.0
TR,2018,Others,270411.0,0.5,0.0
TR,2018,Justice and Development Party (AKP),21338693.0,42.6,295.0
TR,2018,People's Democratic Party (HDP),5867302.0,11.7,67.0
TR,2018,Good Party (IP),4993479.0,10.0,43.0
TR,2018,Independents,75630.0,0.2,0.0
