Region,Year,Party,Votes,VotesPercentage,TotalSeats
IE,2007,Fine Gael,564428.0,27.3,51.0
IE,2007,Green Party-Comhaontas Glas,96936.0,4.7,6.0
IE,2007,Sinn Fein,143410.0,6.9,4.0
IE,2007,Socialist Party,13218.0,0.6,0.0
IE,2007,Fianna Fail,858565.0,41.6,78.0
IE,2007,Labour Party,209175.0,10.1,20.0
IE,2007,Non-Party,118951.0,5.8,5.0
IE,2007,Progressive Democrats,56396.0,2.7,2.0
IE,2007,Others,4731.0,0.2,0.0
