Region,Year,Party,Votes,VotesPercentage,TotalSeats
PL,2007,Law and Justice (PiS),5183477.0,32.1,166.0
PL,2007,Polish Peasant Party (PSL),1437638.0,8.9,31.0
PL,2007,Self-Defense (SRP),247335.0,1.5,0.0
PL,2007,Others,208128.0,1.3,0.0
PL,2007,Civic Platform (PO),6701010.0,41.5,209.0
PL,2007,Left and Democracy (LiD),2122981.0,13.2,53.0
PL,2007,German Minority,32462.0,0.2,1.0
PL,2007,League of Polish Families (LPR),209171.0,1.3,0.0
