Region,Year,Party,Votes,VotesPercentage,TotalSeats
TR,2007,Republican People's Party (CHP),7317808.0,20.9,112.0
TR,2007,Independents,1835486.0,5.2,26.0
TR,2007,Young Party (GP),1064871.0,3.0,0.0
TR,2007,Others,783204.0,2.2,0.0
TR,2007,Justice and Development Party (AKP),16327291.0,46.6,341.0
TR,2007,Nationalist Action Party (MHP),5001869.0,14.3,70.0
TR,2007,Democrat Party (DP),1898873.0,5.4,0.0
TR,2007,Felicity Party (SP),820289.0,2.3,0.0
