Region,Year,Party,Votes,VotesPercentage,TotalSeats
TR,2011,Republican People's Party (CHP),11155972.0,26.0,135.0
TR,2011,Independents,2819917.0,6.6,35.0
TR,2011,Others,1437825.0,3.3,0.0
TR,2011,Justice and Development Party (AKP),21399082.0,49.8,327.0
TR,2011,Nationalist Action Party (MHP),5585513.0,13.0,53.0
TR,2011,Felicity Party (SP),543454.0,1.3,0.0
