Region,Year,Party,Votes,VotesPercentage,TotalSeats
PL,2015,Civic Platform (PO),3661474.0,24.1,138.0
PL,2015,Modern (.N),1155370.0,7.6,28.0
PL,2015,German Minority,27530.0,0.2,1.0
PL,2015,KORWiN,722999.0,4.8,0.0
PL,2015,Others,105191.0,0.7,0.0
PL,2015,Law and Justice (PiS),5711687.0,37.6,235.0
PL,2015,Kukiz'15 (K'15),1339094.0,8.8,42.0
PL,2015,Polish Peasant Party (PSL),779875.0,5.1,16.0
PL,2015,United Left (ZL),1147102.0,7.5,0.0
PL,2015,Together,550349.0,3.6,0.0
