,2010,Registered Electors,1532319,,
,2010,Voters,967162,63.1,
,2010,Valid Ballot Envelopes,965538,,
,2010,Unity,301429,31.2,33
,2010,Harmony Center,251400,26.0,29
,2010,Union of Greens and Farmers,190025,19.7,22
,2010,National Alliance,74029,7.7,8
,2010,For a Good Latvia,73881,7.7,8
,2010,For Human Rights in a United Latvia,13847,1.4,0
,2010,Others,40230,4.2,0
1,2010,Registered Electors,450205,,
1,2010,Voters,301247,66.9,
1,2010,Valid Ballot Envelopes,300475,,
1,2010,Harmony Center,117064,39.0,13
1,2010,Unity,85832,28.6,9
1,2010,Union of Greens and Farmers,31508,10.5,3
1,2010,For a Good Latvia,23073,7.7,2
1,2010,National Alliance,21821,7.3,2
1,2010,For Human Rights in a United Latvia,5521,1.8,0
1,2010,Others,10088,3.4,0
2,2010,Registered Electors,407001,,
2,2010,Voters,271557,66.7,
2,2010,Valid Ballot Envelopes,271229,,
2,2010,Unity,110194,40.6,12
2,2010,Union of Greens and Farmers,58909,21.7,6
2,2010,Harmony Center,38873,14.3,4
2,2010,National Alliance,26349,9.7,3
2,2010,For a Good Latvia,16696,6.2,2
2,2010,For Human Rights in a United Latvia,2347,0.9,0
2,2010,Others,11495,4.2,0
3,2010,Registered Electors,238287,,
3,2010,Voters,130208,54.6,
3,2010,Valid Ballot Envelopes,130026,,
3,2010,Harmony Center,59281,45.6,8
3,2010,Union of Greens and Farmers,20844,16.0,3
3,2010,Unity,19231,14.8,2
3,2010,For a Good Latvia,15387,11.8,2
3,2010,National Alliance,3958,3.0,1
3,2010,For Human Rights in a United Latvia,3661,2.8,0
3,2010,Others,5793,4.5,0
4,2010,Registered Electors,204689,,
4,2010,Voters,124389,60.8,
4,2010,Valid Ballot Envelopes,124186,,
4,2010,Union of Greens and Farmers,40648,32.7,5
4,2010,Unity,38383,30.9,4
4,2010,Harmony Center,15534,12.5,2
4,2010,For a Good Latvia,9846,7.9,1
4,2010,National Alliance,9446,7.6,1
4,2010,For Human Rights in a United Latvia,551,0.4,0
4,2010,Others,6333,5.1,0
5,2010,Registered Electors,232137,,
5,2010,Voters,139761,60.2,
5,2010,Valid Ballot Envelopes,139622,,
5,2010,Unity,47789,34.2,6
5,2010,Union of Greens and Farmers,38116,27.3,5
5,2010,Harmony Center,20648,14.8,2
5,2010,National Alliance,12455,8.9,1
5,2010,For a Good Latvia,8879,6.4,1
5,2010,For Human Rights in a United Latvia,1767,1.3,0
5,2010,Others,6521,4.7,0
