Region,Year,Party,Votes,VotesPercentage,TotalSeats
IE,2002,Fine Gael,417619.0,22.5,31.0
IE,2002,Non-Party,176305.0,9.5,13.0
IE,2002,Green Party-Comhaontas Glas,71470.0,3.8,6.0
IE,2002,Socialist Party,14896.0,0.8,1.0
IE,2002,Fianna Fail,770748.0,41.5,81.0
IE,2002,Labour Party,200130.0,10.8,21.0
IE,2002,Progressive Democrats,73628.0,4.0,8.0
IE,2002,Sinn Fein,121020.0,6.5,5.0
IE,2002,Others,12086.0,0.7,0.0
