UT,2003,Labour Party (PvdA),166116,23.5,
UT,2003,People's Party for Freedom and Democracy (VVD),143796,20.4,
UT,2003,Green Left (GL),47283,6.7,
UT,2003,Socialist Party (SP),41712,5.9,
UT,2003,Democrats 66 (D66),36698,5.2,
UT,2003,List Pim Fortuyn (LPF),34150,4.8,
UT,2003,Christian Union (CU),21834,3.1,
UT,2003,Political Reformed Party (SGP),14448,2.0,
UT,2003,Party for the Animals (PvdD),3205,0.5,
UT,2003,Liveable Netherlands (LN),2426,0.3,
UT,2003,Others,2223,0.3,
NH,2003,Registered Electors,1898293,,
NH,2003,Voters,1503335,79.2,
NH,2003,Invalid Votes,2863,0.2,
NH,2003,Valid Votes,1500472,99.8,
NH,2003,Labour Party (PvdA),434661,29.0,
NH,2003,People's Party for Freedom and Democracy (VVD),322315,21.5,
NH,2003,Christian Democratic Appeal (CDA),317221,21.1,
NH,2003,Socialist Party (SP),104547,7.0,
NH,2003,Green Left (GL),103864,6.9,
NH,2003,List Pim Fortuyn (LPF),89987,6.0,
NH,2003,Democrats 66 (D66),85261,5.7,
NH,2003,Christian Union (CU),15290,1.0,
NH,2003,Party for the Animals (PvdD),10362,0.7,
NH,2003,Liveable Netherlands (LN),6658,0.4,
NH,2003,Political Reformed Party (SGP),3190,0.2,
NH,2003,Others,7116,0.5,
ZH,2003,Registered Electors,2554711,,
ZH,2003,Voters,2006531,78.5,
ZH,2003,Invalid Votes,3281,0.2,
ZH,2003,Valid Votes,2003250,99.8,
ZH,2003,Labour Party (PvdA),519599,25.9,
ZH,2003,Christian Democratic Appeal (CDA),498688,24.9,
ZH,2003,People's Party for Freedom and Democracy (VVD),396277,19.8,
ZH,2003,List Pim Fortuyn (LPF),174381,8.7,
ZH,2003,Socialist Party (SP),105494,5.3,
ZH,2003,Green Left (GL),95029,4.7,
ZH,2003,Democrats 66 (D66),87033,4.3,
ZH,2003,Political Reformed Party (SGP),51071,2.5,
ZH,2003,Christian Union (CU),44552,2.2,
ZH,2003,Party for the Animals (PvdD),12724,0.6,
ZH,2003,Liveable Netherlands (LN),8149,0.4,
ZH,2003,Others,10253,0.5,
ZE,2003,Registered Electors,281550,,
ZE,2003,Voters,227063,80.6,
ZE,2003,Invalid Votes,228,0.1,
ZE,2003,Valid Votes,226835,99.9,
ZE,2003,Christian Democratic Appeal (CDA),72545,32.0,
ZE,2003,Labour Party (PvdA),53928,23.8,
ZE,2003,People's Party for Freedom and Democracy (VVD),35538,15.7,
ZE,2003,Political Reformed Party (SGP),17521,7.7,
ZE,2003,List Pim Fortuyn (LPF),11918,5.3,
ZE,2003,Socialist Party (SP),11408,5.0,
ZE,2003,Green Left (GL),8514,3.8,
ZE,2003,Christian Union (CU),6643,2.9,
ZE,2003,Democrats 66 (D66),6093,2.7,
ZE,2003,Party for the Animals (PvdD),1274,0.6,
ZE,2003,Liveable Netherlands (LN),819,0.4,
ZE,2003,Others,634,0.3,
NB,2003,Registered Electors,1801870,,
NB,2003,Voters,1410306,78.3,
NB,2003,Invalid Votes,1514,0.1,
NB,2003,Valid Votes,1408792,99.9,
NB,2003,Christian Democratic Appeal (CDA),477654,33.9,
NB,2003,Labour Party (PvdA),332005,23.6,
NB,2003,People's Party for Freedom and Democracy (VVD),257040,18.2,
NB,2003,Socialist Party (SP),119011,8.4,
NB,2003,List Pim Fortuyn (LPF),78870,5.6,
NB,2003,Green Left (GL),59811,4.2,
NB,2003,Democrats 66 (D66),51218,3.6,
NB,2003,Christian Union (CU),8143,0.6,
NB,2003,Liveable Netherlands (LN),6549,0.5,
NB,2003,Party for the Animals (PvdD),5962,0.4,
NB,2003,Political Reformed Party (SGP),5104,0.4,
NB,2003,Others,7425,0.5,
LI,2003,Registered Electors,865126,,
LI,2003,Voters,651782,75.3,
LI,2003,Invalid Votes,661,0.1,
LI,2003,Valid Votes,651121,99.9,
LI,2003,Christian Democratic Appeal (CDA),244319,37.5,
LI,2003,Labour Party (PvdA),173484,26.6,
LI,2003,People's Party for Freedom and Democracy (VVD),91793,14.1,
LI,2003,Socialist Party (SP),47116,7.2,
LI,2003,List Pim Fortuyn (LPF),34781,5.3,
LI,2003,Green Left (GL),29060,4.5,
LI,2003,Democrats 66 (D66),19039,2.9,
LI,2003,Party for the Animals (PvdD),3935,0.6,
LI,2003,Liveable Netherlands (LN),2903,0.4,
LI,2003,Christian Union (CU),2172,0.3,
LI,2003,Political Reformed Party (SGP),311,0.0,
LI,2003,Others,2208,0.3,
