Region,Year,Party,Votes,VotesPercentage,TotalSeats
AT,2017,Social Democratic Party of Austria (SPO),1361746.0,26.9,52.0
AT,2017,NEOS - The New Austria (NEOS),268518.0,5.3,10.0
AT,2017,The Greens - The Green Alternative (GRUNE),192638.0,3.8,0.0
AT,2017,Communist Party of Austria and Platform Plus (KPO),39689.0,0.8,0.0
AT,2017,Austrian People's Party (OVP),1595526.0,31.5,62.0
AT,2017,Freedom Party of Austria (FPO),1316442.0,26.0,51.0
AT,2017,List Peter Pilz (PILZ),223543.0,4.4,8.0
AT,2017,List Roland Duringer - My Vote Counts (GILT),48234.0,1.0,0.0
AT,2017,Others,23593.0,0.5,0.0
