Region,Year,Party,Votes,VotesPercentage,TotalSeats
SI,2004,Liberal Democracy of Slovenia (LDS),220848.0,22.8,23.0
SI,2004,New Slovenia - Christian People's Party (NSi),88073.0,9.1,9.0
SI,2004,Slovenian National Party (SNS),60750.0,6.3,6.0
SI,2004,Others,113682.0,11.7,2.0
SI,2004,Slovenian Democratic Party (SDS),281710.0,29.1,29.0
SI,2004,United List of Social Democrats (ZLSD),98527.0,10.2,10.0
SI,2004,Slovenian People's Party (SLS),66032.0,6.8,7.0
SI,2004,Democratic Party of Slovenian Pensioners (DeSUS),39150.0,4.0,4.0
