Region,Year,Party,Votes,VotesPercentage,TotalSeats
BG,2009,Coalition for Bulgaria,748147.0,17.7,40.0
BG,2009,"Coalition ""Attack""",395733.0,9.4,21.0
BG,2009,"Order, Lawfulness, Justice",174582.0,4.1,10.0
BG,2009,National Movement for Stability and Progress,127470.0,3.0,0.0
BG,2009,Citizens for European Development of Bulgaria,1678641.0,39.7,116.0
BG,2009,Movement for Rights and Freedoms,610521.0,14.4,38.0
BG,2009,Blue Coalition,285662.0,6.8,15.0
BG,2009,Lider,137795.0,3.3,0.0
BG,2009,Others,67644.0,1.6,0.0
