Region,Year,Party,Votes,VotesPercentage,TotalSeats
BG,2005,National Movement Simeon II,725314.0,19.9,53.0
BG,2005,"Coalition ""Attack""",296848.0,8.1,21.0
BG,2005,Democrats for a Strong Bulgaria,234788.0,6.4,17.0
BG,2005,Others,325040.0,8.9,0.0
BG,2005,Coalition for Bulgaria,1129196.0,31.0,82.0
BG,2005,Movement for Rights and Freedoms,467400.0,12.8,34.0
BG,2005,United Democratic Forces,280323.0,7.7,20.0
BG,2005,Bulgarian People's Union,189268.0,5.2,13.0
