Region,Year,Party,Votes,VotesPercentage,TotalSeats
UA,2006,Bloc of Yulia Tymoshenko,5652876.0,22.3,129.0
UA,2006,Socialist Party of Ukraine,1444224.0,5.7,33.0
UA,2006,People's Opposition Bloc of Natalia Vitrenko,743704.0,2.9,0.0
UA,2006,Others,3332330.0,13.1,0.0
UA,2006,Party of Regions,8148745.0,32.1,186.0
UA,2006,"Bloc ""Our Ukraine""",3539140.0,14.0,81.0
UA,2006,Communist Party of Ukraine,929591.0,3.7,21.0
UA,2006,Bloc of Lytvyn,619905.0,2.4,0.0
