Region,Year,Party,Votes,VotesPercentage,TotalSeats
SI,2008,Slovenian Democratic Party (SDS),307735.0,29.3,28.0
SI,2008,Democratic Party of Slovenian Pensioners (DeSUS),78353.0,7.4,7.0
SI,2008,Slovenian People's Party (SLS) & Youth Party of Slovenia (SMS),54809.0,5.2,5.0
SI,2008,New Slovenia - Christian People's Party (NSi),35774.0,3.4,0.0
SI,2008,Social Democrats (SD),320248.0,30.4,29.0
SI,2008,For Real-New Politics (ZARES),98526.0,9.4,9.0
SI,2008,Slovenian National Party (SNS),56832.0,5.4,5.0
SI,2008,Liberal Democracy of Slovenia (LDS),54771.0,5.2,5.0
SI,2008,Others,44779.0,4.3,2.0
