CZ,2010,Registered Electors,8415892,,
CZ,2010,Envelopes Issued,5268098,62.6,
CZ,2010,Envelopes Submitted,5263822,,
CZ,2010,Valid Votes,5230859,99.4,
CZ,2010,Czech Social Democratic Party (&#268;SSD),1155267,22.1,56
CZ,2010,Civic Democratic Party (ODS),1057792,20.2,53
CZ,2010,Tradition Responsibility Prosperity 09 (TOP 09),873833,16.7,41
CZ,2010,Communist Party of Bohemia and Moravia (KS&#268;M),589765,11.3,26
CZ,2010,Public Affairs (VV),569127,10.9,24
CZ,2010,Christian and Democratic Union - Czechoslovak People's Party (KDU-&#268;SL),229717,4.4,0
CZ,2010,Party of Citizens' Rights - Zemanovci (SPOZ),226527,4.3,0
CZ,2010,Sovereignty - Jana Bobo&#353;&iacute;kov&aacute; Bloc,192145,3.7,0
CZ,2010,Green Party (SZ),127831,2.4,0
CZ,2010,Others,208855,4.0,0
PR,2010,Registered Electors,943459,,
PR,2010,Envelopes Issued,641416,68.0,
PR,2010,Envelopes Submitted,640740,,
PR,2010,Valid Votes,637328,99.5,
PR,2010,Tradition Responsibility Prosperity 09 (TOP 09),173840,27.3,8
PR,2010,Civic Democratic Party (ODS),158014,24.8,8
PR,2010,Czech Social Democratic Party (&#268;SSD),96706,15.2,4
PR,2010,Public Affairs (VV),65742,10.3,3
PR,2010,Communist Party of Bohemia and Moravia (KS&#268;M),41647,6.5,2
PR,2010,Green Party (SZ),30528,4.8,0
PR,2010,Party of Citizens' Rights - Zemanovci (SPOZ),19851,3.1,0
PR,2010,Sovereignty - Jana Bobo&#353;&iacute;kov&aacute; Bloc,14599,2.3,0
PR,2010,Christian and Democratic Union - Czechoslovak People's Party (KDU-&#268;SL),13837,2.2,0
PR,2010,Others,22564,3.5,0
ST,2010,Registered Electors,986970,,
ST,2010,Envelopes Issued,634206,64.3,
ST,2010,Envelopes Submitted,633741,,
ST,2010,Valid Votes,630203,99.4,
ST,2010,Civic Democratic Party (ODS),150465,23.9,7
ST,2010,Czech Social Democratic Party (&#268;SSD),129368,20.5,6
ST,2010,Tradition Responsibility Prosperity 09 (TOP 09),110865,17.6,5
ST,2010,Communist Party of Bohemia and Moravia (KS&#268;M),69368,11.0,3
ST,2010,Public Affairs (VV),67601,10.7,3
ST,2010,Sovereignty - Jana Bobo&#353;&iacute;kov&aacute; Bloc,27430,4.4,0
ST,2010,Party of Citizens' Rights - Zemanovci (SPOZ),23235,3.7,0
ST,2010,Green Party (SZ),14656,2.3,0
ST,2010,Christian and Democratic Union - Czechoslovak People's Party (KDU-&#268;SL),12430,2.0,0
ST,2010,Others,24785,3.9,0
