Region,Year,Party,Votes,VotesPercentage,TotalSeats
UA,2007,Bloc of Yulia Tymoshenko,7162193.0,30.7,156.0
UA,2007,Communist Party of Ukraine,1257291.0,5.4,27.0
UA,2007,Socialist Party of Ukraine,668234.0,2.9,0.0
UA,2007,Others,661928.0,2.8,0.0
UA,2007,Party of Regions,8013895.0,34.4,175.0
UA,2007,"Bloc ""Our Ukraine - People's Self Defense""",3301282.0,14.2,72.0
UA,2007,Bloc of Lytvyn,924538.0,4.0,20.0
UA,2007,Progressive Socialist Party of Ukraine,309008.0,1.3,0.0
