,2003,Registered Electors,211304,,
,2003,Voters,185392,87.7,
,2003,Invalid Ballots,2220,1.2,
,2003,Valid Votes,183172,98.8,
,2003,Independence Party,61701,33.7,22
,2003,Alliance,56700,31.0,20
,2003,Progressive Party,32484,17.7,12
,2003,Left-Green Movement,16129,8.8,5
,2003,Liberal Party,13523,7.4,4
,2003,Others,2635,1.4,0
01,2003,Registered Electors,21247,,
01,2003,Voters,18984,89.3,
01,2003,Invalid Ballots,274,1.4,
01,2003,Valid Votes,18710,98.6,
01,2003,Independence Party,5532,29.6,3
01,2003,Alliance,4346,23.2,2
01,2003,Progressive Party,4057,21.7,2
01,2003,Liberal Party,2666,14.2,2
01,2003,Left-Green Movement,1987,10.6,1
01,2003,Others,122,0.7,0
02,2003,Registered Electors,27298,,
02,2003,Voters,23877,87.5,
02,2003,Invalid Ballots,314,1.3,
02,2003,Valid Votes,23563,98.7,
02,2003,Progressive Party,7722,32.8,4
02,2003,Independence Party,5544,23.5,2
02,2003,Alliance,5503,23.4,2
02,2003,Left-Green Movement,3329,14.1,2
02,2003,Liberal Party,1329,5.6,0
02,2003,Others,136,0.6,0
03,2003,Registered Electors,28344,,
03,2003,Voters,25343,89.4,
03,2003,Invalid Ballots,311,1.2,
03,2003,Valid Votes,25032,98.8,
03,2003,Alliance,7426,29.7,4
03,2003,Independence Party,7307,29.2,3
03,2003,Progressive Party,5934,23.7,2
03,2003,Liberal Party,2188,8.7,1
03,2003,Left-Green Movement,1167,4.7,0
03,2003,Others,1010,4.0,0
04,2003,Registered Electors,48842,,
04,2003,Voters,43246,88.5,
04,2003,Invalid Ballots,414,1.0,
04,2003,Valid Votes,42832,99.0,
04,2003,Independence Party,16456,38.4,5
04,2003,Alliance,14029,32.8,4
04,2003,Progressive Party,6387,14.9,1
04,2003,Liberal Party,2890,6.7,1
04,2003,Left-Green Movement,2671,6.2,0
04,2003,Others,399,0.9,0
05,2003,Registered Electors,42761,,
05,2003,Voters,37327,87.3,
05,2003,Invalid Ballots,437,1.2,
05,2003,Valid Votes,36890,98.8,
05,2003,Independence Party,14029,38.0,5
05,2003,Alliance,12286,33.3,4
05,2003,Progressive Party,4185,11.3,1
05,2003,Left-Green Movement,3438,9.3,1
05,2003,Liberal Party,2448,6.6,0
05,2003,Others,504,1.4,0
06,2003,Registered Electors,42812,,
06,2003,Voters,36615,85.5,
06,2003,Invalid Ballots,470,1.3,
06,2003,Valid Votes,36145,98.7,
06,2003,Alliance,13110,36.3,4
06,2003,Independence Party,12833,35.5,4
06,2003,Progressive Party,4199,11.6,2
06,2003,Left-Green Movement,3537,9.8,1
06,2003,Liberal Party,2002,5.5,0
06,2003,Others,464,1.3,0
