,2006,Registered Electors,1490636,,
,2006,Voters,908979,61.0,
,2006,Valid Ballot Envelopes,907460,,
,2006,People's Party,177481,19.6,23
,2006,Union of Greens and Farmers,151595,16.7,18
,2006,New Era,148602,16.4,18
,2006,Harmony Center,130887,14.4,17
,2006,First Party of Latvia and Latvia's Way,77869,8.6,10
,2006,For Fatherland and Freedom,62989,6.9,8
,2006,For Human Rights in a United Latvia,54684,6.0,6
,2006,Latvian Social Democratic Workers' Party,31728,3.5,0
,2006,Others,65830,7.3,0
1,2006,Registered Electors,435634,,
1,2006,Voters,275250,63.2,
1,2006,Valid Ballot Envelopes,274634,,
1,2006,Harmony Center,64971,23.7,8
1,2006,New Era,46813,17.0,5
1,2006,People's Party,35813,13.0,4
1,2006,For Human Rights in a United Latvia,27308,9.9,3
1,2006,Union of Greens and Farmers,25851,9.4,3
1,2006,First Party of Latvia and Latvia's Way,22223,8.1,3
1,2006,For Fatherland and Freedom,21488,7.8,3
1,2006,Latvian Social Democratic Workers' Party,7275,2.6,0
1,2006,Others,21216,7.7,0
2,2006,Registered Electors,386385,,
2,2006,Voters,248132,64.2,
2,2006,Valid Ballot Envelopes,247755,,
2,2006,People's Party,61769,24.9,8
2,2006,New Era,51189,20.7,6
2,2006,Union of Greens and Farmers,44580,18.0,5
2,2006,For Fatherland and Freedom,19628,7.9,2
2,2006,First Party of Latvia and Latvia's Way,18098,7.3,2
2,2006,Harmony Center,15762,6.4,2
2,2006,For Human Rights in a United Latvia,8408,3.4,1
2,2006,Latvian Social Democratic Workers' Party,8448,3.4,0
2,2006,Others,18521,7.5,0
3,2006,Registered Electors,240473,,
3,2006,Voters,133791,55.6,
3,2006,Valid Ballot Envelopes,133591,,
3,2006,Harmony Center,36859,27.6,5
3,2006,People's Party,18844,14.1,3
3,2006,First Party of Latvia and Latvia's Way,18833,14.1,3
3,2006,Union of Greens and Farmers,16759,12.5,2
3,2006,For Human Rights in a United Latvia,10747,8.0,1
3,2006,New Era,8693,6.5,1
3,2006,For Fatherland and Freedom,5324,4.0,1
3,2006,Latvian Social Democratic Workers' Party,7241,5.4,0
3,2006,Others,9224,6.9,0
4,2006,Registered Electors,201167,,
4,2006,Voters,120746,60.0,
4,2006,Valid Ballot Envelopes,120573,,
4,2006,Union of Greens and Farmers,32962,27.3,4
4,2006,People's Party,31296,26.0,4
4,2006,New Era,19086,15.8,3
4,2006,First Party of Latvia and Latvia's Way,8285,6.9,1
4,2006,For Fatherland and Freedom,7537,6.3,1
4,2006,Harmony Center,6386,5.3,1
4,2006,Latvian Social Democratic Workers' Party,4687,3.9,0
4,2006,For Human Rights in a United Latvia,3029,2.5,0
4,2006,Others,6494,5.4,0
5,2006,Registered Electors,226977,,
5,2006,Voters,131060,57.7,
5,2006,Valid Ballot Envelopes,130907,,
5,2006,Union of Greens and Farmers,31443,24.0,4
5,2006,People's Party,29759,22.7,4
5,2006,New Era,22821,17.4,3
5,2006,First Party of Latvia and Latvia's Way,10430,8.0,1
5,2006,For Fatherland and Freedom,9012,6.9,1
5,2006,Harmony Center,6909,5.3,1
5,2006,For Human Rights in a United Latvia,5192,4.0,1
5,2006,Latvian Social Democratic Workers' Party,4077,3.1,0
5,2006,Others,10375,7.9,0
