,2006,Registered Electors,12264503,,
,2006,Voters,9854998,80.4,
,2006,Invalid Votes,16315,0.2,
,2006,Valid Votes,9838683,99.8,
,2006,Christian Democratic Appeal (CDA),2608573,26.5,41
,2006,Labour Party (PvdA),2085077,21.2,33
,2006,Socialist Party (SP),1630803,16.6,25
,2006,People's Party for Freedom and Democracy (VVD),1443312,14.7,22
,2006,Group Wilders/Party for Freedom (PVV),579490,5.9,9
,2006,Green Left (GL),453054,4.6,7
,2006,Christian Union (CU),390969,4.0,6
,2006,Democrats 66 (D66),193232,2.0,3
,2006,Party for the Animals (PvdD),179988,1.8,2
,2006,Political Reformed Party (SGP),153266,1.6,2
,2006,One NL,62829,0.6,0
,2006,Fortuyn,20956,0.2,0
,2006,Others,37134,0.4,0
GR,2006,Registered Electors,447471,,
GR,2006,Voters,363703,81.3,
GR,2006,Invalid Votes,558,0.2,
GR,2006,Valid Votes,363145,99.8,
GR,2006,Labour Party (PvdA),112694,31.0,
GR,2006,Socialist Party (SP),69678,19.2,
GR,2006,Christian Democratic Appeal (CDA),66396,18.3,
GR,2006,People's Party for Freedom and Democracy (VVD),39476,10.9,
GR,2006,Christian Union (CU),25459,7.0,
GR,2006,Green Left (GL),21372,5.9,
GR,2006,Group Wilders/Party for Freedom (PVV),11527,3.2,
GR,2006,Democrats 66 (D66),6746,1.9,
GR,2006,Party for the Animals (PvdD),5930,1.6,
GR,2006,Political Reformed Party (SGP),1201,0.3,
GR,2006,One NL,1196,0.3,
GR,2006,Fortuyn,548,0.2,
GR,2006,Others,922,0.3,
FR,2006,Registered Electors,490110,,
FR,2006,Voters,406127,82.9,
FR,2006,Invalid Votes,465,0.1,
FR,2006,Valid Votes,405662,99.9,
FR,2006,Christian Democratic Appeal (CDA),114152,28.1,
FR,2006,Labour Party (PvdA),111627,27.5,
FR,2006,Socialist Party (SP),69257,17.1,
FR,2006,People's Party for Freedom and Democracy (VVD),42939,10.6,
FR,2006,Christian Union (CU),24790,6.1,
FR,2006,Green Left (GL),15340,3.8,
