Region,Year,Party,Votes,VotesPercentage,TotalSeats
IE,2011,Labour Party,431796.0,19.4,37.0
IE,2011,Non-Party,279459.0,12.6,15.0
IE,2011,Socialist Party,26770.0,1.2,2.0
IE,2011,Green Party-Comhaontas Glas,41039.0,1.8,0.0
IE,2011,Fine Gael,801628.0,36.1,76.0
IE,2011,Fianna Fail,387358.0,17.4,20.0
IE,2011,Sinn Fein,220661.0,9.9,14.0
IE,2011,People Before Profit Alliance,21551.0,1.0,2.0
IE,2011,Others,10097.0,0.4,0.0
