Region,Year,Party,Votes,VotesPercentage,TotalSeats
BG,2001,United Democratic Forces,830338.0,18.2,51.0
BG,2001,Movement for Rights and Freedoms,340395.0,7.5,21.0
BG,2001,"Coalition ""Simeon II""",157141.0,3.4,0.0
BG,2001,National Movement Simeon II,1952513.0,42.7,120.0
BG,2001,Coalition for Bulgaria,783372.0,17.1,48.0
BG,2001,George Day - IMRO,165927.0,3.6,0.0
BG,2001,Others,338505.0,7.4,0.0
