,,2006,P,Registered Electors,46997601,,
,,2006,P,Voters,39298497,83.6,
,,2006,P,Blank or Invalid Ballots,1145154,2.9,
,,2006,P,Valid Votes,38153343,97.1,
,,2006,P,Romano Prodi,19002598,49.8,340
,,2006,P,L'Ulivo,11930983,31.3,220
,,2006,P,Partito della Rifondazione Comunista,2229464,5.8,41
,,2006,P,La Rosa nel Pugno,990694,2.6,18
,,2006,P,Partito dei Comunisti Italiani,884127,2.3,16
,,2006,P,Italia dei Valori,877052,2.3,16
,,2006,P,Federazione dei Verdi,784803,2.1,15
,,2006,P,Popolari UDEUR,534088,1.4,10
,,2006,P,S&uuml;dtiroler Volkspartei (SVP),182704,0.5,4
,,2006,P,Partito Pensionati,333278,0.9,0
,,2006,P,I Socialisti,115066,0.3,0
,,2006,P,Lista Consumatori,73751,0.2,0
,,2006,P,Others (Romano Prodi),66588,0.2,0
,,2006,P,Silvio Berlusconi,18977843,49.7,277
,,2006,P,Forza Italia,9048976,23.7,137
,,2006,P,Alleanza Nazionale,4707126,12.3,71
,,2006,P,Unione dei Democratici Cristiani e Democratici di Centro,2580190,6.8,39
,,2006,P,Lega Nord,1747730,4.6,26
,,2006,P,Democrazia Cristiana - Nuovo PSI,285474,0.7,4
,,2006,P,Alternativa Sociale con Alessandra Mussolini,255354,0.7,0
,,2006,P,Fiamma Tricolore,230506,0.6,0
,,2006,P,Others (Silvio Berlusconi),122487,0.3,0
,,2006,P,Others,172902,0.5,0
01,,2006,P,Registered Electors,3516492,,
01,,2006,P,Voters,2984002,84.9,
01,,2006,P,Blank or Invalid Ballots,91164,3.1,
01,,2006,P,Valid Votes,2892838,96.9,
01,,2006,P,Romano Prodi,1445352,50.0,25
01,,2006,P,L'Ulivo,908865,31.4,16
01,,2006,P,Partito della Rifondazione Comunista,171443,5.9,3
01,,2006,P,Partito dei Comunisti Italiani,83405,2.9,2
01,,2006,P,La Rosa nel Pugno,78868,2.7,2
01,,2006,P,Italia dei Valori,73842,2.6,1
01,,2006,P,Federazione dei Verdi,70259,2.4,1
01,,2006,P,Partito Pensionati,37950,1.3,0
01,,2006,P,Popolari UDEUR,16551,0.6,0
01,,2006,P,I Socialisti,4169,0.1,0
01,,2006,P,Silvio Berlusconi,1447486,50.0,21
01,,2006,P,Forza Italia,679382,23.5,10
01,,2006,P,Alleanza Nazionale,342174,11.8,5
01,,2006,P,Lega Nord,183453,6.3,3
01,,2006,P,Unione dei Democratici Cristiani e Democratici di Centro,179017,6.2,2
01,,2006,P,Democrazia Cristiana - Nuovo PSI,13782,0.5,1
01,,2006,P,Alternativa Sociale con Alessandra Mussolini,17774,0.6,0
01,,2006,P,Fiamma Tricolore,16110,0.6,0
01,,2006,P,Others (Silvio Berlusconi),15794,0.5,0
03,,2006,P,Registered Electors,7440015,,
03,,2006,P,Voters,6512474,87.5,
03,,2006,P,Blank or Invalid Ballots,155304,2.4,
