06,09,2008,P,La Sinistra l'Arcobaleno,23258,3.0,0
06,09,2008,P,La Destra - Fiamma Tricolore,22675,3.0,0
06,09,2008,P,Partito Socialista,4272,0.6,0
06,09,2008,P,Others,30087,3.9,0
07,10,2008,P,Registered Electors,1319773,,
07,10,2008,P,Voters,1029436,78.0,
07,10,2008,P,Blank or Invalid Ballots,29547,2.9,
07,10,2008,P,Valid Votes,999889,97.1,
07,10,2008,P,Silvio Berlusconi,435711,43.6,9
07,10,2008,P,Il Popolo della Libert&agrave;,367374,36.7,7
07,10,2008,P,Lega Nord,68337,6.8,2
07,10,2008,P,Walter Veltroni,425055,42.5,7
07,10,2008,P,Partito Democratico,375808,37.6,6
07,10,2008,P,Italia dei Valori,49247,4.9,1
07,10,2008,P,Unione di Centro,37820,3.8,1
07,10,2008,P,La Sinistra l'Arcobaleno,36888,3.7,0
07,10,2008,P,La Destra - Fiamma Tricolore,26889,2.7,0
07,10,2008,P,Partito Socialista,8627,0.9,0
07,10,2008,P,Others,28899,2.9,0
08,11,2008,P,Registered Electors,3345509,,
08,11,2008,P,Voters,2883137,86.2,
08,11,2008,P,Blank or Invalid Ballots,78524,2.7,
08,11,2008,P,Valid Votes,2804613,97.3,
08,11,2008,P,Walter Veltroni,1401075,50.0,22
08,11,2008,P,Partito Democratico,1282535,45.7,20
08,11,2008,P,Italia dei Valori,118540,4.2,2
08,11,2008,P,Silvio Berlusconi,1019814,36.4,19
08,11,2008,P,Il Popolo della Libert&agrave;,801983,28.6,15
08,11,2008,P,Lega Nord,217831,7.8,4
08,11,2008,P,Unione di Centro,119789,4.3,2
08,11,2008,P,La Sinistra l'Arcobaleno,84151,3.0,0
08,11,2008,P,La Destra - Fiamma Tricolore,69208,2.5,0
08,11,2008,P,Partito Socialista,21202,0.8,0
08,11,2008,P,Others,89374,3.2,0
09,12,2008,P,Registered Electors,2923433,,
09,12,2008,P,Voters,2447136,83.7,
09,12,2008,P,Blank or Invalid Ballots,75508,3.1,
09,12,2008,P,Valid Votes,2371628,96.9,
09,12,2008,P,Walter Veltroni,1193301,50.3,20
09,12,2008,P,Partito Democratico,1110624,46.8,19
09,12,2008,P,Italia dei Valori,82677,3.5,1
09,12,2008,P,Silvio Berlusconi,797289,33.6,16
09,12,2008,P,Il Popolo della Libert&agrave;,749011,31.6,15
09,12,2008,P,Lega Nord,48278,2.0,1
09,12,2008,P,Unione di Centro,98530,4.2,2
09,12,2008,P,La Sinistra l'Arcobaleno,106564,4.5,0
09,12,2008,P,La Destra - Fiamma Tricolore,68394,2.9,0
09,12,2008,P,Partito Socialista,26722,1.1,0
09,12,2008,P,Others,80828,3.4,0
10,13,2008,P,Registered Electors,690176,,
10,13,2008,P,Voters,580801,84.2,
10,13,2008,P,Blank or Invalid Ballots,15917,2.7,
10,13,2008,P,Valid Votes,564884,97.3,
10,13,2008,P,Walter Veltroni,267584,47.4,5
10,13,2008,P,Partito Democratico,250641,44.4,5
10,13,2008,P,Italia dei Valori,16943,3.0,0
10,13,2008,P,Silvio Berlusconi,204156,36.1,4
10,13,2008,P,Il Popolo della Libert&agrave;,194749,34.5,4
10,13,2008,P,Lega Nord,9407,1.7,0
10,13,2008,P,Unione di Centro,25558,4.5,0
10,13,2008,P,La Destra - Fiamma Tricolore,20105,3.6,0
10,13,2008,P,La Sinistra l'Arcobaleno,19888,3.5,0
10,13,2008,P,Partito Socialista,10007,1.8,0
10,13,2008,P,Others,17586,3.1,0
11,14,2008,P,Registered Electors,1218803,,
11,14,2008,P,Voters,1010921,82.9,
11,14,2008,P,Blank or Invalid Ballots,33293,3.3,
11,14,2008,P,Valid Votes,977628,96.7,
11,14,2008,P,Walter Veltroni,449062,45.9,8
11,14,2008,P,Partito Democratico,405063,41.4,7
11,14,2008,P,Italia dei Valori,43999,4.5,1
11,14,2008,P,Silvio Berlusconi,364079,37.2,7
11,14,2008,P,Il Popolo della Libert&agrave;,342507,35.0,6
11,14,2008,P,Lega Nord,21572,2.2,1
11,14,2008,P,Unione di Centro,59846,6.1,1
11,14,2008,P,La Destra - Fiamma Tricolore,33565,3.4,0
11,14,2008,P,La Sinistra l'Arcobaleno,29603,3.0,0
11,14,2008,P,Partito Socialista,7372,0.8,0
11,14,2008,P,Others,34101,3.5,0
12,15,2008,P,Registered Electors,3204855,,
12,15,2008,P,Voters,2587663,80.7,
12,15,2008,P,Blank or Invalid Ballots,79950,3.1,
12,15,2008,P,Valid Votes,2507713,96.9,
12,15,2008,P,Silvio Berlusconi,1037374,41.4,20
12,15,2008,P,Il Popolo della Libert&agrave;,1030356,41.1,20
12,15,2008,P,Movimento per l'Autonomia,7018,0.3,0
12,15,2008,P,Walter Veltroni,1096607,43.7,18
12,15,2008,P,Partito Democratico,981848,39.2,16
12,15,2008,P,Italia dei Valori,114759,4.6,2
12,15,2008,P,Unione di Centro,107526,4.3,2
12,15,2008,P,La Sinistra l'Arcobaleno,88818,3.5,0
12,15,2008,P,La Destra - Fiamma Tricolore,85213,3.4,0
12,15,2008,P,Partito Socialista,16148,0.6,0
12,15,2008,P,Others,76027,3.0,0
12,16,2008,P,Registered Electors,1219047,,
12,16,2008,P,Voters,1008061,82.7,
12,16,2008,P,Blank or Invalid Ballots,39729,3.9,
12,16,2008,P,Valid Votes,968332,96.1,
12,16,2008,P,Silvio Berlusconi,481677,49.7,9
12,16,2008,P,Il Popolo della Libert&agrave;,477786,49.3,9
12,16,2008,P,Movimento per l'Autonomia,3891,0.4,0
12,16,2008,P,Walter Veltroni,325830,33.6,5
12,16,2008,P,Partito Democratico,297013,30.7,5
12,16,2008,P,Italia dei Valori,28817,3.0,0
12,16,2008,P,Unione di Centro,58572,6.0,1
12,16,2008,P,La Destra - Fiamma Tricolore,32495,3.4,0
12,16,2008,P,La Sinistra l'Arcobaleno,26810,2.8,0
12,16,2008,P,Partito Socialista,15597,1.6,0
12,16,2008,P,Others,27351,2.8,0
13,17,2008,P,Registered Electors,1068489,,
13,17,2008,P,Voters,864981,81.0,
13,17,2008,P,Blank or Invalid Ballots,37443,4.3,
13,17,2008,P,Valid Votes,827538,95.7,
13,17,2008,P,Silvio Berlusconi,357573,43.2,7
13,17,2008,P,Il Popolo della Libert&agrave;,344203,41.6,7
13,17,2008,P,Movimento per l'Autonomia,13370,1.6,0
13,17,2008,P,Walter Veltroni,335302,40.5,6
13,17,2008,P,Partito Democratico,277226,33.5,5
13,17,2008,P,Italia dei Valori,58076,7.0,1
13,17,2008,P,Unione di Centro,48452,5.9,1
13,17,2008,P,La Sinistra l'Arcobaleno,26245,3.2,0
13,17,2008,P,La Destra - Fiamma Tricolore,26153,3.2,0
13,17,2008,P,Partito Socialista,8305,1.0,0
13,17,2008,P,Others,25508,3.1,0
14,18,2008,P,Registered Electors,263993,,
14,18,2008,P,Voters,207499,78.6,
14,18,2008,P,Blank or Invalid Ballots,10144,4.9,
14,18,2008,P,Valid Votes,197355,95.1,
14,18,2008,P,Silvio Berlusconi,82562,41.8,2
14,18,2008,P,Il Popolo della Libert&agrave;,71995,36.5,2
14,18,2008,P,Movimento per l'Autonomia,10567,5.4,0
14,18,2008,P,Walter Veltroni,89959,45.6,1
14,18,2008,P,Italia dei Valori,54629,27.7,1
14,18,2008,P,Partito Democratico,35330,17.9,0
14,18,2008,P,Unione di Centro,11459,5.8,0
14,18,2008,P,La Sinistra l'Arcobaleno,3781,1.9,0
14,18,2008,P,La Destra - Fiamma Tricolore,3374,1.7,0
14,18,2008,P,Partito Socialista,1852,0.9,0
14,18,2008,P,Others,4368,2.2,0
