Region,Year,Party,Votes,VotesPercentage,TotalSeats
SK,2006,Slovak Democratic and Christian Union - Democratic Party (SDKU-DS),422815.0,18.4,31.0
SK,2006,Hungarian Coalition Party (SMK-MKP),269111.0,11.7,20.0
SK,2006,Christian Democratic Movement (KDH),191443.0,8.3,14.0
SK,2006,Alliance of the New Citizen (ANO),32775.0,1.4,0.0
SK,2006,Direction - Social Democracy (SMER),671185.0,29.1,50.0
SK,2006,Slovak National Party (SNS),270230.0,11.7,20.0
SK,2006,People's Party - Movement for a Democratic Slovakia (LS-HZDS),202540.0,8.8,15.0
SK,2006,Communist Party of Slovakia (KSS),89418.0,3.9,0.0
SK,2006,Others,153622.0,6.7,0.0
